...1,location_name,diver,buddy,orig_lat,orig_lon,sample_collection_date,year,visibility_m,direction,depth_m,method,block,taxon_id,scientific_name,habitat,transect_decimal_latitude,transect_decimal_longitude,event,orig_scientific_name,rank,kingdom,phylum,class,order,family,genus,size_class,size_count
71,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,ccr,Cephalopholis cruentata,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,10,1
71,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,ccr,Cephalopholis cruentata,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,12.5,1
73,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,ccr,Cephalopholis cruentata,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,7.5,1
73,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,ccr,Cephalopholis cruentata,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Cephalopholis cruentata,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Cephalopholis,10,1
76,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,cca,Chaetodon capistratus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,5,10
77,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,cca,Chaetodon capistratus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Chaetodon capistratus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,7.5,4
78,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,coc,Chaetodon ocellatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Chaetodon ocellatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,7.5,2
79,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,cst,Chaetodon striatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Chaetodon striatus,Species,Animalia,Chordata,Actinopteri,Acanthuriformes,Chaetodontidae,Chaetodon,7.5,1
80,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,ccy,Chromis cyanea,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Chromis cyanea,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,2.5,5
81,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,cmu,Chromis multilineata,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Chromis multilineata,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Chromis,2.5,5
89,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,elo,Elacatinus lobeli,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Elacatinus lobeli,Species,Animalia,Chordata,Actinopteri,Gobiiformes,Gobiidae,Elacatinus,5,15
96,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hfl,Haemulon flavolineatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,3
96,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hfl,Haemulon flavolineatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,1
96,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hfl,Haemulon flavolineatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,20,1
97,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hfl,Haemulon flavolineatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,7.5,4
97,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hfl,Haemulon flavolineatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon flavolineatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,4
98,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hpl,Haemulon plumierii,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,1
98,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hpl,Haemulon plumierii,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,15,1
99,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hpl,Haemulon plumierii,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon plumierii,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,1
100,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hsc,Haemulon sciurus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,1
100,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hsc,Haemulon sciurus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,12.5,2
101,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hsc,Haemulon sciurus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Haemulon sciurus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Haemulidae,Haemulon,10,1
102,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hbi,Halichoeres bivittatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,2.5,1
102,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hbi,Halichoeres bivittatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,1
102,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hbi,Halichoeres bivittatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres bivittatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,1
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,2.5,5
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,25
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,2
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,12.5,1
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,15,2
103,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,20,1
104,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,18
104,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,7
104,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hga,Halichoeres garnoti,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres garnoti,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,10,1
105,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hma,Halichoeres maculipinna,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,5,2
106,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hma,Halichoeres maculipinna,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres maculipinna,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,2
107,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hra,Halichoeres radiatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres radiatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,1
108,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hra,Halichoeres radiatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Halichoeres radiatus,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Labridae,Halichoeres,7.5,1
110,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hru,Holocentrus rufus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Holocentrus rufus,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,12.5,2
111,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hru,Holocentrus rufus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Holocentrus rufus,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,7.5,4
111,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,hru,Holocentrus rufus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Holocentrus rufus,Species,Animalia,Chordata,Actinopteri,Holocentriformes,Holocentridae,Holocentrus,10,2
112,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,hin,Hypoplectrus indigo,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Hypoplectrus indigo,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Hypoplectrus,7.5,1
114,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,lma,Lutjanus mahogoni,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Lutjanus mahogoni,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,12.5,1
115,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,lma,Lutjanus mahogoni,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Lutjanus mahogoni,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,10,4
115,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,lma,Lutjanus mahogoni,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Lutjanus mahogoni,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Lutjanidae,Lutjanus,12.5,2
118,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,mtr,Malacoctenus triangulatus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Malacoctenus triangulatus,Species,Animalia,Chordata,Actinopteri,Blenniiformes,Labrisomidae,Malacoctenus,2.5,1
119,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,mch,Microspathodon chrysurus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Microspathodon chrysurus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,5,1
119,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,mch,Microspathodon chrysurus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Microspathodon chrysurus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,7.5,3
120,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,mch,Microspathodon chrysurus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Microspathodon chrysurus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Microspathodon,10,2
123,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,mtu,Monacanthus tuckeri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Monacanthus tuckeri,Species,Animalia,Chordata,Actinopteri,Tetraodontiformes,Monacanthidae,Monacanthus,7.5,1
128,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,2.5,15
128,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,5,26
128,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,7.5,3
128,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,12.5,14
129,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,5,26
129,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,7.5,4
129,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sis,Scarus iseri,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Scarus iseri,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Scarus,10,7
131,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sti,Serranus tigrinus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Serranus tigrinus,Species,Animalia,Chordata,Actinopteri,Perciformes,Serranidae,Serranus,5,2
132,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,2
132,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,3
132,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,10,3
133,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,5
133,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,2
133,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,10,4
133,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sau,Sparisoma aurofrenatum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma aurofrenatum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,12.5,1
134,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sch,Sparisoma chrysopterum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma chrysopterum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,20,1
135,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sch,Sparisoma chrysopterum,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma chrysopterum,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,12.5,1
136,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,svi,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,2.5,2
136,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,svi,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,17
136,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,svi,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,10,1
136,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,svi,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,25,1
137,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,SVI,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,5,3
137,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,SVI,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,7.5,1
137,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,SVI,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,10,1
137,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,SVI,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,12.5,1
137,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,SVI,Sparisoma viride,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Sparisoma viride,Species,Animalia,Chordata,Actinopteri,Eupercaria incertae sedis,Scaridae,Sparisoma,15,1
138,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sad,Stegastes adustus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Stegastes adustus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,2.5,16
138,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,sad,Stegastes adustus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Stegastes adustus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,38
139,CBC House Reef,Scott Jones,Zach Foltz,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,1,sad,Stegastes adustus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Stegastes adustus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,30
140,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,spa,Stegastes partitus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Stegastes partitus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,2.5,20
140,CBC House Reef,Zach Foltz,Scott Jones,16.80126,-88.08306,9/19/2015,2015,20,W,4,1,2,spa,Stegastes partitus,Patch Reef,16.80126,-88.0831,CBC House Reef_2015,Stegastes partitus,Species,Animalia,Chordata,Actinopteri,Ovalentaria incertae sedis,Pomacentridae,Stegastes,5,58
